features	accuracy	sensitivity	specificity	porcentage_high_prob	porcentage_high_prob_Neu	porcentage_high_prob_Oxa	porcentage_high_prob_SNs
134	59	0.594072948328267	0.78	94.79	97.3	93.75	93.02
