	Neu	OxA	SNs	x	y	r	angle	z	pvalue	col	lab
KLC1	0.299188925123094	-0.219708704405953	-0.0469388541204625	0.432512704386302	-0.149623079355269	0.457661780500957	340.917493428216	0.828401598531317	0.148456221073336	grey60	ns
KIF11	0.037849150161853	0.333815962149148	-0.165046615423309	-0.0465355232010661	0.432027665175133	0.434526706194537	96.1478667757367	1.50946641923723	0.0309409454952555	grey60	ns
KIFC1	-0.194422428812571	-0.0199920939970421	0.102119287188734	-0.235486025408417	-0.105751558198087	0.258141550750701	204.183792317986	0.260010527792082	0.549527552523417	grey60	ns
KIF22	0.119928702137963	-0.0812173757294061	-0.0218301317052818	0.171452455855307	-0.0514308619856372	0.179000218389257	343.302250314591	0.251558561795426	0.560326855825805	grey60	ns
KPNA1	-0.178311788116387	0.148429362834369	0.0202807386487463	-0.262666838857945	0.110979964004774	0.285149821402936	157.095345356638	0.155337899608348	0.699297700885189	grey60	ns
KPNB1	-0.386618134517365	0.11627375878129	0.13441625070458	-0.511963139260299	-0.015711858893523	0.512204176545985	181.757823309954	0.810933754298587	0.154549016501082	grey60	ns
KPNA2	0.255089171320755	-0.0782477343625739	-0.0880137991144388	0.338219938059261	0.00845766017011879	0.338325669313405	1.43246215895862	0.296546418776567	0.505188645883946	grey60	ns
KPNA3	-0.253019803987078	0.63507794336473	-0.15798478916668	-0.491566381086103	0.686812473166904	0.844599834425586	125.592109227557	2.35006689597983	0.00446614793129636	grey60	ns
KPNA4	-0.27277110253152	0.444559527348651	-0.0646760628182757	-0.462712834796707	0.44101095759572	0.639213448079042	136.375627211629	0.833954106096629	0.146570272034708	grey60	ns
KPNA5	-0.249490884774266	0.514513912738571	-0.106630496913324	-0.45343259268689	0.537926838177229	0.703538484620498	130.128414748135	1.92076704095043	0.0120014289681233	grey60	ns
TNPO1	-0.200665132245493	0.514146324868838	-0.12990511946445	-0.392785734947688	0.557764912136686	0.68218936578434	125.153734256302	1.00391646764951	0.0991022540179895	grey60	ns
IPO5	0.110242739072738	0.488923690877246	-0.268042938740928	-0.000197636995420927	0.655552331066425	0.655552360858387	90.0172736253592	1.82436388833985	0.0149842880005273	grey60	ns
KRAS	-0.183157895241518	0.291849867911271	-0.0404981521650302	-0.308833753114638	0.287821828283537	0.422160741778948	137.016904455953	0.271956137165205	0.534618352006307	grey60	ns
KRT1	0.1395397354271	-0.265216778042775	0.0497163093338081	0.247289969781583	-0.272740054160385	0.368156850130466	312.198200358843	0.539390817462084	0.288807975719923	grey60	ns
KRT5	-0.148780376239594	-0.0348436060375967	0.0867457672515489	-0.17473145684657	-0.105299486098629	0.204007509137189	211.074684877596	0.0462574206465546	0.898964577661048	grey60	ns
KRT7	-0.329492682794799	0.0259083153788988	0.146756828974788	-0.415825254971642	-0.104657882783629	0.428793557671968	194.127188820221	0.970216812118441	0.107098450592542	grey60	ns
KRT10	0.454399885781646	0.0669019127885691	-0.247548786802168	0.544723322788446	0.272322294083367	0.609001584763548	26.5617384553752	1.31550348993031	0.0483611378052376	grey60	ns
KRT18	-0.0655851905943177	-0.0602618080412659	0.0579960870234281	-0.0644523300853988	-0.102414341324099	0.121007438458495	237.816596554789	0.0244938041243067	0.945161876525764	grey60	ns
KRT81	0.263888637474244	-0.249412129077161	-0.0169252091936861	0.397057306609668	-0.201339578666687	0.445187747663615	333.111373014296	0.221994987976674	0.599797998250462	grey60	ns
KTN1	-0.0845192730425035	0.68409475462927	-0.260432440976481	-0.296350429868898	0.817984545959854	0.870012812958883	109.915119198885	3.62668611145738	0.000236218489748855	red	O+
AFF3	-0.052378716483353	0.366034141013123	-0.135913238133761	-0.167439167923034	0.434699181704221	0.465831786731087	111.065886327254	0.691142709796912	0.203637281269	grey60	ns
LAG3	0.283668640858087	-0.168493739349338	-0.0620237022981776	0.398927361681845	-0.0922057568281749	0.409444674517442	346.985530876438	0.241739489662377	0.573139724164026	grey60	ns
LAIR1	0.0836453552390163	-0.23460712561899	0.0630773647576024	0.16941023566971	-0.257802330978753	0.308483175890915	303.310207901722	0.208601956729092	0.618583089437599	grey60	ns
LAIR2	0.0103824152299476	-0.0364061478395882	0.0110351457390473	0.0230679162802181	-0.0410853654274939	0.0471183193017521	299.312602728201	0.464622162144343	0.343066125587298	grey60	ns
LAMA2	-0.243142999228439	0.421056058238685	-0.0685560259953666	-0.419393015350098	0.424016502946535	0.596389550625643	134.685913347407	0.390554174490308	0.406860778271176	grey60	ns
LAMA5	0.19506846916549	0.106986342382	-0.140706855847518	0.211928725898249	0.214508602011377	0.301542244466228	45.3466258695784	0.415118950225837	0.384486459466142	grey60	ns
LAMB2	-0.156591944376349	-0.156843881868434	0.144175441322756	-0.15025772410351	-0.260690380913569	0.300893433550199	240.041546399595	0.346742294720743	0.450046828213825	grey60	ns
LAMB3	-0.246591711913378	-0.113664646961452	0.168376466381467	-0.273947621623385	-0.244254769066614	0.367025464518328	221.720553755437	0.117718437239792	0.762573242970525	grey60	ns
LAMC1	0.123828340994103	-0.152396279627465	0.0076167593589124	0.196218101128379	-0.138575356698953	0.240217969133595	324.769066586227	0.362837625418076	0.433672990298175	grey60	ns
LAMP1	-0.19258272373874	-0.510180489757927	0.316919122888071	-0.0959520403038122	-0.716289276011703	0.722687429645648	262.370244091532	2.31130814724162	0.00488305766245879	green3	S+
RPSA	0.348543188900085	0.454691933780797	-0.367365181535588	0.30487981277748	0.711922345225743	0.774457956167379	66.8170334184202	3.1220468014766	0.000755010860002244	purple	N+O+
STMN1	0.451498546659214	0.347897955505899	-0.369794402819012	0.462446770315771	0.621539814411337	0.774705593289455	53.3494976509738	3.07437259820346	0.0008426115382109	purple	N+O+
LASP1	-0.0976850883421725	-0.829146103146038	0.411713127788495	0.111031399336599	-1.07461561650973	1.08033638043214	275.898980686898	4.96462315462228	1.08486786569195e-05	green3	S+
LBR	-0.258636282684605	0.298320611589406	-0.00711565341072894	-0.404238761773943	0.264515564727152	0.483091565340832	146.801078633461	0.435292768881221	0.367034789657212	grey60	ns
LCAT	0.090351406146435	-0.394463034168741	0.130195060083955	0.222485393188828	-0.454367237923965	0.505914357456912	296.089136061884	0.799017974862925	0.158848100215072	grey60	ns
LCK	0.357298096761426	0.253760952040821	-0.283157905343451	0.371996573412742	0.464985370265693	0.595476989641032	51.339569847877	1.84978186608904	0.0141324720073256	grey60	ns
LCN2	0.192839210944477	-0.366184974264619	0.0685585674230808	0.341652414365246	-0.376498951232767	0.508407152310995	312.222041378267	2.51000174049321	0.00309028304776621	cyan	N+S+
LCP1	-0.128286108101407	-0.526098166780911	0.293060525272256	-0.0117672873470792	-0.709412237048876	0.709509824545227	269.049700524627	1.45472788372664	0.0350971713726406	grey60	ns
LCP2	-0.15492067268591	-0.356411037931603	0.231182779579163	-0.0923065435096904	-0.508871173071001	0.517175375242638	259.718641501597	1.0823382306873	0.0827297609290043	grey60	ns
LDHA	0.149990940900384	0.138815120469332	-0.133074304638659	0.147120532985048	0.235463149163867	0.277646080181172	58.0023052472818	0.442422334179571	0.36105857669855	grey60	ns
LDHB	0.259604735149049	0.678843666924778	-0.423301486318449	0.131833644845885	0.954485701366528	0.96354712600189	82.1360574806295	6.55206583834208	2.80500837097863e-07	purple	N+O+
LDLR	0.171178522308057	-0.489846664263976	0.133366841568285	0.349418433655903	-0.539718728032299	0.642953767519366	302.919358517866	0.986541581836327	0.103147431546412	grey60	ns
LEPR	-0.0564125783451506	0.119667704462053	-0.0255757523576295	-0.103458554397362	0.125784523339313	0.16286626043994	129.437509739734	0.301433263919958	0.499535935751627	grey60	ns
LETM1	0.0217940716200289	0.202658939224438	-0.09963108763638	-0.0297198541739999	0.261790842572148	0.263472417886122	96.4767848306614	0.0708872444519273	0.849400975744167	grey60	ns
LFNG	0.147151325738659	-0.396403159542254	0.103784753844047	0.293460528587762	-0.433175439658467	0.523220836131661	304.116204745668	0.881724218794104	0.131303342329504	grey60	ns
LGALS1	0.20108022789134	-0.404995733626792	0.0816796134079461	0.362738288000763	-0.421473213927691	0.556074397576674	310.716727009219	0.568268308330877	0.270228836707796	grey60	ns
LGALS2	-0.132367963965178	-0.0628866127266744	0.091206732303019	-0.14652802375335	-0.133448751349835	0.198189381607321	222.325340003078	0.207635148108906	0.619961687741791	grey60	ns
LGALS3	0.034372273877947	-0.135590357234479	0.0431610657217594	0.0805869196343069	-0.154803273242719	0.174523078768415	297.50041824788	0.468557369528376	0.339971593195104	grey60	ns
LGALS3BP	-0.111507929199643	0.000443285037401691	0.0533287605993875	-0.138393952018038	-0.0458001653279008	0.145775653314379	198.311471665163	0.51235939454638	0.307355228526283	grey60	ns
LGALS4	0.273482562489677	0.175840314035649	-0.208641368170732	0.289883089557219	0.332970904080501	0.441476872073073	48.9573047054205	0.696120645039066	0.201316492408366	grey60	ns
LGALS8	-0.231766481750218	0.371158880905243	-0.0520619963582097	-0.391314924023735	0.366520031122086	0.536156976059658	136.873938531264	0.724415793127488	0.18861846529614	grey60	ns
LGALS9	-0.308760135554634	-0.566436573445248	0.397436957382137	-0.224260327523079	-0.834738963731919	0.86433895670217	254.962049756131	5.87855677987949	1.32264477346098e-06	green3	S+
LIG1	0.314744330702919	0.106038859352604	-0.197734376852558	0.360592089452896	0.263075339543481	0.446357804067458	36.1131786921623	0.831111244761004	0.147532857867639	grey60	ns
LIG3	0.111730397170107	-0.0256234945132652	-0.0423562530558221	0.14572027095465	0.0144909939732453	0.146439018958163	5.6790454355311	0.361411126992405	0.435099789324897	grey60	ns
LIG4	-0.150673546137384	0.503085185437404	-0.149034179446515	-0.327699049132828	0.564751936289248	0.652940591742476	120.124582213979	0.924779696066057	0.1189105270183	grey60	ns
LIM2	-0.0167332731603333	-0.0388006149621779	0.0251042417003162	-0.00988508652940242	-0.0553432292949232	0.0562191067563708	259.872953566669	0.00463154733601029	0.989392132654062	grey60	ns
ABLIM1	0.356746759008573	0.471047630936269	-0.378499401936086	0.310472644508482	0.735729312177153	0.798555498249656	67.1205939973244	4.30782541526596	4.92237373470381e-05	purple	N+O+
LIMK1	-0.0847968494773615	-0.419008651058275	0.225066294214789	0.0121743289443818	-0.557785264547545	0.557918108356075	271.250350229619	1.49930254814956	0.0316736017543877	grey60	ns
LIMK2	-0.243766247131618	-0.602789594132842	0.382235220041614	-0.133489060086004	-0.853056512433125	0.863437746781556	261.106295272069	3.53403512770142	0.000292391586874216	green3	S+
LIMS1	-0.272169419951352	0.00729982554445105	0.127429398337096	-0.339534031892126	-0.104035261784202	0.35511504404549	197.035378270746	0.387415342559552	0.409811987072231	grey60	ns
LIPA	-0.200779033635215	0.214335892864075	0.00206614328471402	-0.30898005170961	0.183830995590688	0.359530954570447	149.24901640326	0.228363330912713	0.591066940468474	grey60	ns
LIPC	-0.334966338524656	0.0259704491541627	0.149356844864008	-0.422629985533741	-0.106855753166125	0.43592918766349	194.189032656879	0.84154653601756	0.14403016691306	grey60	ns
LIPE	0.416715902732119	-0.18195138236226	-0.119965025072015	0.567674106449256	-0.0536817601014101	0.570206648944527	354.597923441342	1.0958688551217	0.0801920184464764	grey60	ns
FADS1	0.0209181487182154	-0.346065962795045	0.142228312245082	0.122836973993197	-0.422875246707256	0.440354852882908	286.197545774055	0.53969438090012	0.288606175069728	grey60	ns
LLGL2	0.400890736106238	0.0225322596381737	-0.202341747571787	0.490795480073044	0.194746602894631	0.528021252033599	21.6430727074835	1.24739843147005	0.0565720046670082	grey60	ns
FADS3	0.0168093346096348	-0.122464215987617	0.04581577442192	0.0551335553924835	-0.145734746643261	0.155815035569073	290.722352938188	0.256202474491986	0.554367198537787	grey60	ns
LLGL1	0.119204181284651	-0.166540074254934	0.0160596256555334	0.194444405584352	-0.15813597884588	0.250630434442022	320.879545256818	0.293802277402651	0.508390846559925	grey60	ns
LMAN1	-0.155078081258901	0.621679482328377	-0.199101493220214	-0.366367075812983	0.710817175768054	0.799678617700028	117.267336594222	2.19048067898589	0.00644940011501103	red	O+
LMNA	0.249525692439477	-0.673294909478051	0.17647742779939	0.497934433278808	-0.735924431515542	0.88855133152011	304.082707158081	2.27732093780994	0.00528054882063088	green3	S+
LMNB1	-0.0550143748769172	-0.10492363246182	0.0725732982241278	-0.0388392077580711	-0.153716851067796	0.158547640668266	255.820016616348	0.136227281192661	0.730756553437369	grey60	ns
LMO2	-0.0313248300113189	-0.209973994396358	0.107424475939841	0.0199499292169397	-0.27487513843347	0.275598152034044	274.15114309243	0.0552369532785567	0.880568299374689	grey60	ns
LMO7	-0.0697860779028786	0.434765019648017	-0.157799291251748	-0.208268942101013	0.513175746615217	0.553827860583016	112.089444641953	2.68049269666958	0.00208692721851378	red	O+
LNPEP	-0.0748253044090185	0.661020585848484	-0.254932911657002	-0.277869141504759	0.793238997524957	0.840499474714286	109.305198180706	2.7281183255393	0.00187017253379412	red	O+
VWA5A	-0.271355469234827	-0.125385831254369	0.185420390984644	-0.301372749099964	-0.269166084113257	0.404074145098316	221.769107459914	0.430846076372824	0.370812122562102	grey60	ns
LOXL1	-0.26646364593105	-0.0725315015186581	0.159816410715102	-0.310106100529272	-0.201219194510713	0.369668713613975	212.978414044743	0.562348040512389	0.273937797399003	grey60	ns
LOXL2	0.219416749186051	-0.00550147118297068	-0.102899392288792	0.273617180921932	0.0843490739534341	0.286323467379933	17.1331721639262	0.601667246828918	0.250226184164094	grey60	ns
LPL	0.0667902562143706	-0.114297314499818	0.0182314953970249	0.114823165765767	-0.114773316103985	0.162349233093286	315.012439978009	0.18067517336848	0.65966710282212	grey60	ns
LPP	-0.308350456716588	0.502886605133679	-0.0732618870348615	-0.523162815765997	0.498959230570055	0.722952035456895	136.356495707111	1.42801586146019	0.0373236526067353	grey60	ns
IRAG2	-0.179962948949164	0.227665940320852	-0.0137907982455862	-0.286900519986797	0.209107669513474	0.355018204910749	143.913533971196	0.361673507466247	0.434837001711869	grey60	ns
LRCH4	0.0956885799333185	-0.605983377406405	0.220702167690816	0.288329184791113	-0.71593068299558	0.77180986107773	291.936291773626	3.30243628180009	0.000498383571738565	green3	S+
LRP1	-0.275649076862121	-0.348558142870557	0.285677139756864	-0.244208575305274	-0.54926386673175	0.60110616662096	246.029558508732	1.77001022613913	0.016982036651441	grey60	ns
LRP3	0.137977594733912	-0.610483083081084	0.202383311083394	0.342027480732757	-0.703962947229093	0.782653581508363	295.913265606414	3.64902326915373	0.000224376170159053	green3	S+
LRP6	-0.268529603079075	0.446338573993794	-0.067494763079309	-0.457951508536317	0.44499272321664	0.638543739994724	135.822235426999	0.572085416244899	0.267864144270468	grey60	ns
LRP5	0.00970551711436407	0.0582400554013313	-0.0302842725914812	-0.004272374290561	0.0766643168947215	0.0767832707496427	93.1896987674578	0.0109517273859453	0.975098015595171	grey60	ns
LRPAP1	-0.00520779808826309	-0.530161446381297	0.235770779490128	0.141987535357321	-0.663316765181815	0.678343269420515	282.082222365192	3.14965852721691	0.000708502639905883	green3	S+
LSP1	0.0545385705221327	-0.841103675823736	0.343907103511824	0.303136856678089	-1.02624943866299	1.07008404540614	286.456255826953	6.39710831825029	4.00766749129355e-07	green3	S+
LSS	0.224862839671169	-0.191143059218725	-0.0238312169859177	0.33234997777349	-0.144896305727585	0.362562335522516	336.443998418645	0.426865603962405	0.374226377818567	grey60	ns
LTA4H	-0.163810686699662	0.0241531326841121	0.0680017512348433	-0.20988812865914	-0.0379740175857867	0.213295692792051	190.255302851917	0.225265293236248	0.595298388315582	grey60	ns
LTA	-0.0855495138825685	0.0862023095586238	0.00313475045783459	-0.130218043890798	0.0719386164116487	0.148767951810758	151.08165978468	0.0241122215118839	0.945992685667928	grey60	ns
LTB	0.388133787036343	-0.114724568041319	-0.135825407839266	0.513408774976635	0.0182738633062076	0.513733884713811	2.03847983013632	0.654432186212769	0.221599008953829	grey60	ns
CYP4F3	-0.401325767855375	-0.143555699862193	0.255800876509942	-0.457448356179249	-0.34585294030665	0.573474720358144	217.091032540174	1.00012329967447	0.0999716132305658	grey60	ns
LTBP1	-0.113795837345619	-0.147208548331574	0.119393763191788	-0.0998884447757263	-0.230884374486884	0.251565688800983	246.605047103498	0.459815925295012	0.346883845208781	grey60	ns
LTBP2	0.0182558311987669	-0.268447981408361	0.109354312844271	0.097802665480812	-0.327186384430823	0.341491275923802	286.642475158002	0.618486475507515	0.240720748144074	grey60	ns
LTBP3	0.349516971413524	0.0495325180720095	-0.18956245423017	0.419531939492604	0.207062319930825	0.467848108459959	26.2688988690327	1.20232113353545	0.062759412070016	grey60	ns
LTBR	-0.31598632893512	-0.70182713444521	0.460477377044759	-0.195311450234895	-1.00658523388357	1.02535866684069	259.019137833093	7.53123587105622	2.94282291379034e-08	green3	S+
LTC4S	0.282225724275001	-0.26287558426344	-0.0198030905760821	0.423565061694762	-0.210506954494485	0.472991056341481	333.57315312996	0.364188823488233	0.432325822616301	grey60	ns
LTF	0.0936179262656345	-0.11235481031769	0.00449951193227911	0.14754557545834	-0.101198811610486	0.178915891716492	325.554486453675	1.75672520138592	0.0175095424957004	grey60	ns
LTK	-0.169530260280741	0.202705832464822	-0.00781604134976934	-0.266975155838267	0.182317290775738	0.323288305310712	145.670837424295	0.548745255096403	0.282653745596523	grey60	ns
BCAM	-0.032816120391616	-0.263369164356237	0.131634170104724	0.0330513767341405	-0.342082922222754	0.343675892637934	275.518675307924	0.388242306644198	0.409032383935015	grey60	ns
LY6E	-0.0942746612931169	-0.0619801855875402	0.0725231190792114	-0.0995461280389525	-0.116483278734365	0.153224625410719	229.482936836994	1.47390587151359	0.0335810389513576	grey60	ns
LY9	0.353906645885608	0.411242366424377	-0.350821831251821	0.32369637829933	0.659966954502194	0.73507532019447	63.873267842468	2.84799629411435	0.0014190696307247	purple	N+O+
CD180	-0.0556752683666433	0.06371407782637	-0.00131006542762622	-0.0868772745660152	0.0563125599172793	0.103531469807281	147.049291704993	0.0316137371304739	0.929792979920454	grey60	ns
LY75	-0.0817868712249585	0.517855347815888	-0.188598654851017	-0.246415217707394	0.61180711291474	0.659566829768486	111.937909034115	1.13330910907308	0.0735683288567081	grey60	ns
LYL1	0.337766288033248	-0.47847908007849	0.0484029769785785	0.552804339583204	-0.456293246209623	0.71679576198422	320.463207902199	1.33151468641467	0.046610666553701	grey60	ns
LYN	-0.268828232850481	-0.188011594787464	0.21176265347472	-0.280703762194109	-0.346214654773879	0.445712002631882	230.965567765328	0.758573552487015	0.174351804874325	grey60	ns
LYZ	-0.228156321197794	0.0977560310834077	0.066502380498262	-0.310285526988629	0.0270664553677386	0.311463804100549	175.01466247718	0.40516895126825	0.393397004542981	grey60	ns
TACSTD2	0.148515909462047	-0.450765191733437	0.127049047820933	0.310373981418299	-0.500401810122471	0.588841217914722	301.809238393092	1.38646681206655	0.0410708024178207	grey60	ns
M6PR	0.349058689022769	0.253004764252492	-0.278870267002023	0.361991440397534	0.460617288705052	0.585837937978648	51.8367860171199	2.06191982774935	0.0086712193466675	purple	N+O+
CAPRIN1	-0.350441434936334	0.442537395095398	-0.0265045650725385	-0.558457849947764	0.406202252946282	0.690561684766042	143.969198484484	0.686352502931742	0.205895804451104	grey60	ns
NBR1	-0.293317233508247	0.183431064584688	0.0600826036667138	-0.415074067633947	0.106822900672677	0.428599596045441	165.567630423098	0.316486725884626	0.482517727882614	grey60	ns
MARCKS	-0.133924058141142	-0.0065534399848642	0.0671670615010895	-0.164230868899255	-0.0638438270665643	0.176203894831838	201.243313021999	0.185751275817876	0.652001694128107	grey60	ns
MXD1	-0.265904665261483	-0.141455168894026	0.189874513638879	-0.29011433763391	-0.286939922101329	0.408045154114442	224.684815119676	0.815253093207451	0.153019545185706	grey60	ns
MAD2L1	0.042452327661685	0.52310519373934	-0.250543402522916	-0.0938285679465271	0.669999337965285	0.676537443928136	97.9720142126069	1.57306383559437	0.0267261354064366	grey60	ns
SMAD1	0.277357190274582	0.056937561299895	-0.15818397830375	0.32798039877651	0.186300718197977	0.37719901853356	29.5976120815344	0.407242109391519	0.391523550696656	grey60	ns
SMAD2	-0.0408514176739354	0.509688769888432	-0.204654378267428	-0.193368613484437	0.618639313322325	0.648155861401262	107.357722597556	1.61396730987623	0.024323870923177	grey60	ns
SMAD3	0.0734662504309593	0.348996336369977	-0.188822188209667	-0.00662082364919547	0.465764504911837	0.465811559905465	90.8144023434312	1.04298008175671	0.090577414187272	grey60	ns
SMAD4	-0.244874946213127	0.453951939604752	-0.0821988792438092	-0.430751476393598	0.464320229382682	0.633356226644415	132.852186750113	0.992325161205658	0.101782904254997	grey60	ns
SMAD5	0.0065438001113998	0.557742200524562	-0.248547592284279	-0.148053504008742	0.698267443384548	0.71379076944162	101.97112015476	1.3818571975138	0.041509050813114	grey60	ns
SMAD7	0.11907118050237	0.246010289656285	-0.165398694089901	0.0787653827191777	0.356290631269336	0.36489313428071	77.5340857492802	0.483623005667753	0.328380223665839	grey60	ns
MAF	0.187453439739765	0.566319010705132	-0.339158015785347	0.0738729422798724	0.78416610748395	0.787638048679478	84.6182920229193	3.12428851653748	0.000751123731289734	purple	N+O+
MAFG	-0.214082506368146	-0.31364555756765	0.240763648386473	-0.177641551777557	-0.480132456448229	0.511941106625507	249.696309019979	1.16628043629188	0.068189823087637	grey60	ns
MAGOH	-0.00345174102706965	0.491450917143767	-0.214581567850264	-0.141886415673821	0.611442067901887	0.627688742413706	103.064383677847	1.93769655250472	0.0115425947301457	grey60	ns
MAK	-0.428840966655687	-0.0860978547667964	0.243726720092119	-0.507655399318348	-0.285636460620223	0.582496516807371	209.364637557432	1.60443488956585	0.024863662980785	grey60	ns
MAL	0.22662370217962	0.197456677986316	-0.195660315360184	0.225725520866554	0.340449302897426	0.408482237819248	56.4547295029609	0.891555520329775	0.128364365861316	grey60	ns
MAN1A1	0.103975911366879	0.0411967519115719	-0.0680350082971887	0.117395039559687	0.0945974792408769	0.150765640621292	38.8620317875627	0.209949479824655	0.61666673268193	grey60	ns
MAN2A2	-0.442813809516832	-0.191289511390682	0.296718013579976	-0.495528060611479	-0.422626913862558	0.651276874435416	220.460261430674	1.976547279935	0.0105548659028024	grey60	ns
MAN2C1	-0.284283413059452	0.0092042624096307	0.13240616280828	-0.355088625668407	-0.106695975539751	0.370772117715798	196.724315978752	0.71800436994173	0.191423666356345	grey60	ns
MAN2A1	-0.148818515821533	0.515168168784258	-0.155241106670748	-0.328782046878288	0.580591463476754	0.667221164091455	119.522362147616	1.42361902752558	0.0377034396653238	grey60	ns
MAN2B1	-0.0535415255971223	-0.573879534762858	0.278206927582274	0.0942947779931697	-0.737928522611696	0.743928766509712	277.281967611396	2.71140627316442	0.0019435410899756	green3	S+
MANBA	-0.441128213197113	0.0861612662436987	0.173830585187398	-0.571124138912661	-0.0759238573377238	0.576148604234851	187.572362936841	1.10438751899196	0.0786343825541049	grey60	ns
MAP1A	-0.293625618149213	-0.487062511060128	0.355247801578077	-0.227718263408188	-0.729462128614298	0.764179693901993	252.663054214874	2.85977386756645	0.0013811032028961	green3	S+
MAP4	0.120439965106632	0.0229485202059954	-0.0679085321417673	0.142919971074518	0.0786845154461351	0.16314831014428	28.8349591598342	0.308951165150706	0.490963080077729	grey60	ns
MARK3	0.0790317018864288	-0.218976635044516	0.0584145025140933	0.15931276815164	-0.240227771910419	0.288253257558666	303.551295582119	0.0273590258213612	0.93894677406706	grey60	ns
MARS1	-0.292809085422556	-0.139153480845314	0.201775892574763	-0.324120291287281	-0.295253498278097	0.4384388115457	222.33157997634	0.749401205903879	0.178073294714185	grey60	ns
MAT2A	0.0271699336309355	0.63452696046478	-0.292233430747338	-0.143976831227786	0.802598042010899	0.815409679222735	100.170031379741	3.39244301514397	0.000405095095181521	red	O+
MATK	0.427510455824847	-0.0510049940958278	-0.182762821393758	0.544394363569639	0.11410562558745	0.556224160637684	11.8378842144376	1.23062467600669	0.0587997289346191	grey60	ns
MAX	-0.169146348274943	-0.436203585467243	0.273119824777556	-0.0876044679300993	-0.614292092771007	0.620507307001537	261.883750246415	2.14582992666752	0.00714776183575168	green3	S+
MAZ	0.30604947055766	-0.629620808964258	0.130129410076598	0.55579517000149	-0.657962990220173	0.861291801595984	310.188483079793	2.5862546930338	0.0025926584454664	green3	S+
MBD1	-0.246863321175667	0.0129500268923179	0.112796382331697	-0.309736525787674	-0.0864694802857926	0.32157998449517	195.598196144779	0.30148821333418	0.499472735614958	grey60	ns
MBNL1	-0.282209166069767	0.620816314924358	-0.137698778853227	-0.523767934105333	0.656893340365325	0.840143862331495	128.566788528286	2.14621377015034	0.00714144720404878	grey60	ns
MBP	-0.158932845673276	-0.300287624583549	0.208414320739922	-0.112996193751462	-0.440548807604689	0.454809181618216	255.614339115143	0.847439586329532	0.142088985571494	grey60	ns
MC1R	0.363529643926919	-0.14587905728201	-0.110307443880849	0.491622894508348	-0.030805920859004	0.49258712444068	356.414437674943	0.611135619039888	0.244829858153849	grey60	ns
MCC	-0.0701131169728799	0.38990319405292	-0.137903109236297	-0.196113159381191	0.457093666926016	0.49738816997024	113.221447063783	0.244199913645915	0.569901875697669	grey60	ns
MCL1	-0.251027989520175	0.0762794337743719	0.0869304841089467	-0.332632948461834	-0.00922408016672852	0.332760818092117	181.588433915872	0.392945733538407	0.404626447886221	grey60	ns
MCM2	-0.0690649896934601	0.058139008262023	0.00757003141756634	-0.101919509533255	0.0437940185906865	0.11093016942122	156.747180355566	0.301623920733883	0.499316685837928	grey60	ns
MCM3	0.253942750597063	0.334053256607598	-0.268875953193921	0.221354098890225	0.522152012371794	0.567133459707164	67.0266229006227	1.46340041939001	0.0344032586542273	grey60	ns
MCM4	-0.058214646494333	-0.14137259727823	0.0901469731197066	-0.0326018344150714	-0.200501829437873	0.20313508612537	260.764465704238	0.134559213155999	0.733568690401449	grey60	ns
MCM5	0.13364065614812	-0.493618055967315	0.153044429674508	0.303927469294523	-0.560026140240209	0.637182222244249	298.48878530911	1.71859486004838	0.019116357331514	grey60	ns
MCM6	0.433477342903773	0.465834723144053	-0.413036402777187	0.40707818272034	0.761124721700426	0.863147431688496	61.8604497913401	3.75930221377122	0.000174059521877639	purple	N+O+
MCM7	-0.152256228662656	0.0716618898046203	0.0415517582440678	-0.208863052687	0.0260761388427301	0.210484535761366	172.883557586434	0.0742603078929208	0.842829430328549	grey60	ns
CD46	-0.261779981424364	0.455404606376785	-0.0747236357220879	-0.452120466751713	0.459104524921211	0.644352295921197	134.560866717558	0.985358873018911	0.103428714510616	grey60	ns
ADAM11	0.197348509614378	-0.0400600742847097	-0.0771008519296317	0.255928972721548	0.0320782544164332	0.257931489905192	7.14422219230419	0.201778001812347	0.62837948529528	grey60	ns
DNAJB9	0.114540725240891	0.502667271877581	-0.276153147741752	0.00128366317297642	0.674478268376399	0.674479489905488	89.8909551326183	2.56324033575418	0.00273375546505788	red	O+
MDH1	0.165616107236412	0.585838305053599	-0.337264585697057	0.0413292475581408	0.799430553696919	0.800498167947863	87.0405369651487	4.03197487139641	9.29020139025042e-05	red	O+
MDH2	0.0373671790382379	-0.424988195206001	0.169058559952287	0.165331996665095	-0.514459581002792	0.540373324292415	287.815859444783	0.996337725901695	0.100846835309397	grey60	ns
MDK	0.113190077546806	-0.268763704607277	0.0639247928047405	0.215609533448074	-0.28811669030568	0.359859275476394	306.809014986414	0.316818654257639	0.482149083698744	grey60	ns
MDM2	-0.119839207492709	0.261847368870776	-0.0576900227066458	-0.221917880574774	0.276727498565063	0.354719120123058	128.727398675699	0.405803398258972	0.39282272295269	grey60	ns
MDM4	-0.244731073348875	0.491125994487222	-0.098624522366913	-0.440981809409029	0.510738929490683	0.674773451113002	130.807956985617	1.08941729060931	0.0813921853700662	grey60	ns
ME1	-0.226350371857553	-0.143805895654572	0.171922772579637	-0.240408810320085	-0.273429047393854	0.364087681799631	228.676884324375	0.115993821905676	0.765607498050545	grey60	ns
