Database	ID	Final Term	Gene Ratio	Fold Enrichment	p value	adjust p value	-Log(Adj P)	Count	Gene IDs
BP	GO:0034113	BP Heterotypic cell-cell adhesion	0.0354609929078014	9.58304735758408	0.000173025907573946	0.0140670062857618	1.85179831847942	5	ENSG00000026508/ENSG00000186417/ENSG00000183230/ENSG00000140678/ENSG00000160255
BP	GO:0031646	BP Positive regulation of nervous system process	0.0283687943262411	13.580547112462	0.000205468851636325	0.0161657590045483	1.79140389985239	4	ENSG00000105695/ENSG00000124920/ENSG00000140678/ENSG00000100146
BP	GO:0034381	BP Plasma lipoprotein particle clearance	0.0283687943262411	11.8829787234043	0.000347136403881357	0.0245292112334513	1.61031641683508	4	ENSG00000277494/ENSG00000107798/ENSG00000095970/ENSG00000038945
BP	GO:0036005	BP Response to macrophage colony-stimulating factor	0.0212765957446809	20.9699624530663	0.00036385164814744	0.0245292112334513	1.61031641683508	3	ENSG00000118785/ENSG00000095970/ENSG00000184371
BP	GO:0043217	BP Myelin maintenance	0.0212765957446809	20.9699624530663	0.00036385164814744	0.0245292112334513	1.61031641683508	3	ENSG00000103089/ENSG00000124920/ENSG00000169247
BP	GO:0006958	BP Complement activation, classical pathway	0.0283687943262411	11.5931499740529	0.000382168932706499	0.0245292112334513	1.61031641683508	4	ENSG00000125730/ENSG00000095970/ENSG00000173369/ENSG00000159189
BP	GO:0006898	BP Receptor-mediated endocytosis	0.0638297872340425	4.05101547388781	0.000400349597057611	0.024896977095644	1.60385338022866	9	ENSG00000081479/ENSG00000091513/ENSG00000166923/ENSG00000134817/ENSG00000125730/ENSG00000010278/ENSG00000160255/ENSG00000187908/ENSG00000038945
BP	GO:0010720	BP Positive regulation of cell development	0.0851063829787234	3.18294072948328	0.000408314507513636	0.024896977095644	1.60385338022866	12	ENSG00000105695/ENSG00000081479/ENSG00000168329/ENSG00000148826/ENSG00000124920/ENSG00000108381/ENSG00000095970/ENSG00000132702/ENSG00000204287/ENSG00000184371/ENSG00000100146/ENSG00000157227
BP	GO:0006959	BP Humoral immune response	0.0638297872340425	3.97571778849956	0.000458737943967547	0.0266395677461154	1.57447282631104	9	ENSG00000091513/ENSG00000125730/ENSG00000095970/ENSG00000173369/ENSG00000018280/ENSG00000012223/ENSG00000187908/ENSG00000122585/ENSG00000159189
BP	GO:0140962	BP Multicellular organismal-level chemical homeostasis	0.0354609929078014	7.7162199502625	0.000477625568220382	0.0270913665323142	1.56716908789872	5	ENSG00000240583/ENSG00000091513/ENSG00000107798/ENSG00000196187/ENSG00000018280
BP	GO:0048678	BP Response to axon injury	0.0354609929078014	7.52087260974953	0.000537556603097152	0.0296923665281349	1.52735518707382	5	ENSG00000118785/ENSG00000105695/ENSG00000041982/ENSG00000095970/ENSG00000169313
BP	GO:0006911	BP Phagocytosis, engulfment	0.0283687943262411	9.90248226950355	0.000701622934590941	0.0364097518610065	1.43878228085081	4	ENSG00000125730/ENSG00000095970/ENSG00000160255/ENSG00000038945
BP	GO:0010878	BP Cholesterol storage	0.0212765957446809	15.4995374653099	0.000913238278103079	0.0454569012304777	1.34240017319472	3	ENSG00000107798/ENSG00000095970/ENSG00000038945
BP	GO:0048260	BP Positive regulation of receptor-mediated endocytosis	0.0283687943262411	8.96828582898434	0.00102214847193555	0.0480679584639877	1.3181443227778	4	ENSG00000091513/ENSG00000166923/ENSG00000134817/ENSG00000125730
BP	GO:0006826	BP Iron ion transport	0.0283687943262411	8.80220646178093	0.00109678096330349	0.0486372503544947	1.31303098533122	4	ENSG00000047457/ENSG00000091513/ENSG00000018280/ENSG00000012223
BP	GO:1901222	BP Regulation of non-canonical nf-kappab signal transduction	0.0354609929078014	6.38869823838939	0.00112855878592559	0.0491527656941519	1.3084520405599	5	ENSG00000166923/ENSG00000095970/ENSG00000101265/ENSG00000189067/ENSG00000169871
CC	GO:0070821	CC Tertiary granule membrane	0.0476190476190476	12.008843537415	1.8601425953492e-06	0.000440853795097759	3.35570541622382	7	ENSG00000173391/ENSG00000140678/ENSG00000196187/ENSG00000160255/ENSG00000018280/ENSG00000075651/ENSG00000141524
CC	GO:0016324	CC Apical plasma membrane	0.0884353741496599	3.94229712086855	2.75700673614682e-05	0.00326705298233398	2.48584382244262	13	ENSG00000240583/ENSG00000026508/ENSG00000081479/ENSG00000158865/ENSG00000091513/ENSG00000277494/ENSG00000172005/ENSG00000084453/ENSG00000080822/ENSG00000065361/ENSG00000204278/ENSG00000080031/ENSG00000075651
CC	GO:0043209	CC Myelin sheath	0.0340136054421769	12.7753654653351	4.32868381690435e-05	0.00341966021535444	2.4660170442151	5	ENSG00000105695/ENSG00000136541/ENSG00000172005/ENSG00000102934/ENSG00000173786
CC	GO:0045177	CC Apical part of cell	0.0884353741496599	3.38644177844674	0.00012893289446859	0.00529932161093783	2.27577972275455	13	ENSG00000240583/ENSG00000026508/ENSG00000081479/ENSG00000158865/ENSG00000091513/ENSG00000277494/ENSG00000172005/ENSG00000084453/ENSG00000080822/ENSG00000065361/ENSG00000204278/ENSG00000080031/ENSG00000075651
CC	GO:0072562	CC Blood microparticle	0.0476190476190476	6.22680776014109	0.00013698821929884	0.00529932161093783	2.27577972275455	7	ENSG00000047457/ENSG00000091513/ENSG00000125730/ENSG00000126803/ENSG00000173369/ENSG00000196136/ENSG00000159189
CC	GO:0044298	CC Cell body membrane	0.0272108843537415	14.5561739847454	0.000156520047580442	0.00529932161093783	2.27577972275455	4	ENSG00000154864/ENSG00000168329/ENSG00000012124/ENSG00000169313
CC	GO:0030139	CC Endocytic vesicle	0.0612244897959184	3.07919065061922	0.00273200274286672	0.0398534244692408	1.39953435521651	9	ENSG00000081479/ENSG00000091513/ENSG00000010278/ENSG00000204287/ENSG00000018280/ENSG00000075651/ENSG00000012223/ENSG00000187908/ENSG00000038945
CC	GO:0062023	CC Collagen-containing extracellular matrix	0.0680272108843537	2.84569752071445	0.00284545249469422	0.0398534244692408	1.39953435521651	10	ENSG00000158859/ENSG00000041982/ENSG00000166923/ENSG00000140479/ENSG00000173369/ENSG00000132702/ENSG00000012171/ENSG00000196136/ENSG00000164176/ENSG00000159189
CC	GO:0044853	CC Plasma membrane raft	0.0340136054421769	5.1319844176987	0.00296913515923064	0.0398534244692408	1.39953435521651	5	ENSG00000172005/ENSG00000095970/ENSG00000110876/ENSG00000160255/ENSG00000141934
CC	GO:0045121	CC Membrane raft	0.054421768707483	3.30140028519999	0.00306470775192727	0.0398534244692408	1.39953435521651	8	ENSG00000105695/ENSG00000173391/ENSG00000172005/ENSG00000102934/ENSG00000095970/ENSG00000110876/ENSG00000160255/ENSG00000141934
CC	GO:0045178	CC Basal part of cell	0.054421768707483	3.1090857054796	0.00439921116390858	0.0417045218338533	1.3798168538746	8	ENSG00000240583/ENSG00000026508/ENSG00000013297/ENSG00000091513/ENSG00000141338/ENSG00000277494/ENSG00000084453/ENSG00000065361
MF	GO:0038024	MF Cargo receptor activity	0.0428571428571429	11.5305803571429	1.32027801732203e-05	0.00276699463382963	2.55799168310713	6	ENSG00000136960/ENSG00000081479/ENSG00000173391/ENSG00000160255/ENSG00000187908/ENSG00000038945
MF	GO:0008381	MF Mechanosensitive monoatomic ion channel activity	0.0285714285714286	25.8932330827068	1.4757304713758e-05	0.00276699463382963	2.55799168310713	4	ENSG00000154864/ENSG00000196187/ENSG00000141524/ENSG00000170537
MF	GO:0019911	MF Structural constituent of myelin sheath	0.0214285714285714	33.5435064935065	8.27533556248805e-05	0.0103441694531101	1.98530437367021	3	ENSG00000172005/ENSG00000168314/ENSG00000102934
MF	GO:0015144	MF Carbohydrate transmembrane transporter activity	0.0285714285714286	12.614652014652	0.000276054769474906	0.0251362461777346	1.5996995789182	4	ENSG00000240583/ENSG00000164124/ENSG00000158865/ENSG00000158715
MF	GO:0005178	MF Integrin binding	0.05	5.3809375	0.000335149949036461	0.0251362461777346	1.5996995789182	7	ENSG00000118785/ENSG00000041982/ENSG00000140678/ENSG00000010278/ENSG00000164176/ENSG00000160255/ENSG00000157227
React	R-HSA-202733	React Cell surface interactions at the vascular wall	0.0752688172043011	6.09562505130099	0.000146232157009166	0.0481103796560157	1.31776121591261	7	MAG/CD44/OLR1/ITGAX/SELPLG/CD84/ITGB2
React	R-HSA-8957275	React Post-translational protein phosphorylation	0.0645161290322581	6.33751493428913	0.000360040438446575	0.0488048202943018	1.31153728201712	6	SPP1/CP/TF/TNC/C3/CSF1
React	R-HSA-6798695	React Neutrophil degranulation	0.129032258064516	2.91877020427815	0.000775254500877181	0.0488048202943018	1.31153728201712	12	CD44/OLR1/C3/ITGAX/TMEM63A/SERPINA3/ITGB2/SLC11A1/PLD1/TMC6/LTF/AGA
React	R-HSA-381426	React Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	0.0645161290322581	5.47561290322581	0.000783590514428214	0.0488048202943018	1.31153728201712	6	SPP1/CP/TF/TNC/C3/CSF1
React	R-HSA-216083	React Integrin cell surface interactions	0.0537634408602151	6.79019457245264	0.000831074544834072	0.0488048202943018	1.31153728201712	5	SPP1/CD44/TNC/ITGAX/ITGB2
React	R-HSA-166663	React Initial triggering of complement	0.032258064516129	15.5557184750733	0.00089005751296599	0.0488048202943018	1.31153728201712	3	C3/C1QB/C1QC
React	R-HSA-1474244	React Extracellular matrix organization	0.0967741935483871	3.48026243849098	0.00109397650137697	0.0499953831333369	1.30107009910984	9	SPP1/CD44/ADAMTS4/TNC/CAPN3/ITGAX/SPOCK3/ITGB2/MMP14
React	R-HSA-1474228	React Degradation of the extracellular matrix	0.0645161290322581	5.03273244781784	0.00121569320688965	0.0499953831333369	1.30107009910984	6	SPP1/CD44/ADAMTS4/CAPN3/SPOCK3/MMP14
