Database	ID	Final Term	Gene Ratio	Fold Enrichment	p value	adjust p value	-Log(Adj P)	Count	Gene IDs
BP	GO:2000630	BP Positive regulation of mirna metabolic process	0.0447761194029851	11.5419058553387	0.00223636703793982	0.0460440297340645	1.33682667429763	3	ENSG00000137834/ENSG00000168874/ENSG00000074181
BP	GO:0030168	BP Platelet activation	0.0597014925373134	7.19639214001933	0.002320180927036	0.0460440297340645	1.33682667429763	4	ENSG00000106211/ENSG00000101335/ENSG00000244734/ENSG00000110799
BP	GO:0006986	BP Response to unfolded protein	0.0597014925373134	7.14498933901919	0.00238131633527763	0.0463463691753408	1.33398428328601	4	ENSG00000149257/ENSG00000204389/ENSG00000106211/ENSG00000151929
CC	GO:0062023	CC Collagen-containing extracellular matrix	0.212121212121212	8.87340226913687	4.00922717608913e-10	6.09402530765548e-08	7.21509574654388	14	ENSG00000188783/ENSG00000198959/ENSG00000149257/ENSG00000163638/ENSG00000130702/ENSG00000142798/ENSG00000130635/ENSG00000196739/ENSG00000187498/ENSG00000163220/ENSG00000142173/ENSG00000164692/ENSG00000187244/ENSG00000110799
CC	GO:0009897	CC External side of plasma membrane	0.151515151515152	6.80584470660806	1.85304541974505e-06	9.38876346004157e-05	4.02739160239237	10	ENSG00000137507/ENSG00000161638/ENSG00000177575/ENSG00000115602/ENSG00000143127/ENSG00000077238/ENSG00000261371/ENSG00000187244/ENSG00000163513/ENSG00000115594
CC	GO:0005581	CC Collagen trimer	0.0757575757575758	15.550563777308	1.7262466282895e-05	0.000437315812500006	3.35920481911674	5	ENSG00000130635/ENSG00000196739/ENSG00000187498/ENSG00000142173/ENSG00000164692
CC	GO:0043292	CC Contractile muscle fiber	0.106060606060606	7.40034734698766	4.33140396827516e-05	0.000940533433111177	3.02662576198747	7	ENSG00000198467/ENSG00000133392/ENSG00000106211/ENSG00000175084/ENSG00000101335/ENSG00000151929/ENSG00000112214
CC	GO:0005925	CC Focal adhesion	0.106060606060606	4.45782828282828	0.000954341172827718	0.0110865043148956	1.95520536963724	7	ENSG00000198959/ENSG00000142798/ENSG00000161638/ENSG00000204389/ENSG00000106211/ENSG00000115602/ENSG00000089159
CC	GO:0005788	CC Endoplasmic reticulum lumen	0.0909090909090909	5.16018707980123	0.00106578802816427	0.0110865043148956	1.95520536963724	6	ENSG00000149257/ENSG00000130635/ENSG00000196739/ENSG00000187498/ENSG00000142173/ENSG00000164692
CC	GO:0001725	CC Stress fiber	0.0454545454545455	9.44010695187166	0.00396231875765924	0.0334595806202335	1.47547950675258	3	ENSG00000101335/ENSG00000151929/ENSG00000089159
MF	GO:0005201	MF Extracellular matrix structural constituent	0.136363636363636	14.4941077441077	1.08119727157067e-08	2.70299317892668e-06	5.56815505025327	9	ENSG00000188783/ENSG00000130702/ENSG00000142798/ENSG00000130635/ENSG00000196739/ENSG00000187498/ENSG00000142173/ENSG00000164692/ENSG00000110799
MF	GO:0005518	MF Collagen binding	0.0757575757575758	19.469696969697	5.70046243136742e-06	0.000475038535947285	3.32327115822689	5	ENSG00000149257/ENSG00000142798/ENSG00000143127/ENSG00000142173/ENSG00000110799
MF	GO:0048407	MF Platelet-derived growth factor binding	0.0454545454545455	71.1528925619835	8.68218588925113e-06	0.000542636618078195	3.2654909026262	3	ENSG00000130635/ENSG00000187498/ENSG00000164692
MF	GO:0008307	MF Structural constituent of muscle	0.0606060606060606	24.8470418470418	1.97465303046309e-05	0.000987326515231547	3.0055391995968	4	ENSG00000198467/ENSG00000133392/ENSG00000183963/ENSG00000101335
MF	GO:0005178	MF Integrin binding	0.0909090909090909	9.78352272727273	3.35983227355601e-05	0.00139993011398167	2.85389364422868	6	ENSG00000130702/ENSG00000142798/ENSG00000130635/ENSG00000161638/ENSG00000143127/ENSG00000110799
MF	GO:0140416	MF Transcription regulator inhibitor activity	0.0454545454545455	23.7176308539945	0.000270288883879378	0.00844652762123055	2.07332179340223	3	ENSG00000137834/ENSG00000204389/ENSG00000117318
MF	GO:0098631	MF Cell adhesion mediator activity	0.0454545454545455	11.6818181818182	0.00216281213170548	0.0408548700038842	1.38875616704464	3	ENSG00000096696/ENSG00000143127/ENSG00000187244
MF	GO:0097110	MF Scaffold protein binding	0.0454545454545455	11.1811688311688	0.00245129220023305	0.0408548700038842	1.38875616704464	3	ENSG00000096696/ENSG00000161681/ENSG00000177575
React	R-HSA-216083	React Integrin cell surface interactions	0.166666666666667	21.0496031746032	3.14063061291978e-10	1.07723630023148e-07	6.96768902035094	9	HSPG2/COL5A1/ITGA5/ITGA10/COL4A1/PECAM1/COL6A2/COL1A2/VWF
React	R-HSA-1474244	React Extracellular matrix organization	0.240740740740741	8.65768989328311	1.82011356941253e-09	3.1214947715425e-07	6.50563738816891	13	SERPINH1/ADAMTS9/LAMA5/HSPG2/COL5A1/ITGA5/COL27A1/ITGA10/COL4A1/PECAM1/COL6A2/COL1A2/VWF
React	R-HSA-1650814	React Collagen biosynthesis and modifying enzymes	0.111111111111111	17.5936981757877	1.02823546090421e-06	0.000117561587696714	3.92973455731135	6	SERPINH1/COL5A1/COL27A1/COL4A1/COL6A2/COL1A2
React	R-HSA-3000178	React ECM proteoglycans	0.111111111111111	15.5102339181287	2.17507185752217e-06	0.000181175026514874	3.7419016664509	6	LAMA5/HSPG2/COL5A1/COL4A1/COL6A2/COL1A2
React	R-HSA-8948216	React Collagen chain trimerization	0.0925925925925926	22.3253367003367	2.64103537193695e-06	0.000181175026514874	3.7419016664509	5	COL5A1/COL27A1/COL4A1/COL6A2/COL1A2
React	R-HSA-1474228	React Degradation of the extracellular matrix	0.12962962962963	10.1120642701525	5.22353368202232e-06	0.000269333803531995	3.56970913576003	7	ADAMTS9/LAMA5/HSPG2/COL5A1/COL4A1/COL6A2/COL1A2
React	R-HSA-1474290	React Collagen formation	0.111111111111111	13.2446941323346	5.49660823534683e-06	0.000269333803531995	3.56970913576003	6	SERPINH1/COL5A1/COL27A1/COL4A1/COL6A2/COL1A2
React	R-HSA-3000171	React Non-integrin membrane-ECM interactions	0.0925925925925926	16.6494036409291	1.14913028992894e-05	0.000475923158532762	3.32246316181549	5	LAMA5/HSPG2/COL5A1/COL4A1/COL1A2
React	R-HSA-2022090	React Assembly of collagen fibrils and other multimeric structures	0.0925925925925926	16.3719135802469	1.24877796699558e-05	0.000475923158532762	3.32246316181549	5	COL5A1/COL27A1/COL4A1/COL6A2/COL1A2
React	R-HSA-8874081	React MET activates PTK2 signaling	0.0740740740740741	26.1950617283951	1.4893386517535e-05	0.000510843157551449	3.29171241936734	4	LAMA5/COL5A1/COL27A1/COL1A2
React	R-HSA-8875878	React MET promotes cell motility	0.0740740740740741	19.16711833785	5.28004403677163e-05	0.00153397348860771	2.81418214615684	4	LAMA5/COL5A1/COL27A1/COL1A2
React	R-HSA-75892	React Platelet Adhesion to exposed collagen	0.0555555555555556	39.2925925925926	5.43215366785435e-05	0.00153397348860771	2.81418214615684	3	ITGA10/COL1A2/VWF
React	R-HSA-2173782	React Binding and Uptake of Ligands by Scavenger Receptors	0.0740740740740741	18.710758377425	5.81389368860066e-05	0.00153397348860771	2.81418214615684	4	CD163/COL4A1/COL1A2/HBB
React	R-HSA-445355	React Smooth Muscle Contraction	0.0740740740740741	17.4633744855967	7.65217105031911e-05	0.00187478190732818	2.72704924631112	4	TPM2/MYH11/MYL9/PXN
React	R-HSA-6785807	React Interleukin-4 and Interleukin-13 signaling	0.0925925925925926	9.26712089447939	0.000194127234682631	0.00443904276640949	2.35271067089575	5	LAMA5/SOCS3/IL4R/CEBPD/COL1A2
React	R-HSA-1442490	React Collagen degradation	0.0740740740740741	12.882817243473	0.000252354321768694	0.00540984577291638	2.26681511584096	4	COL5A1/COL4A1/COL6A2/COL1A2
React	R-HSA-3000157	React Laminin interactions	0.0555555555555556	19.6462962962963	0.000459225308948351	0.00926554593936967	2.03312898633208	3	LAMA5/HSPG2/COL4A1
React	R-HSA-397014	React Muscle contraction	0.111111111111111	5.75013550135501	0.000577083595646435	0.0109966485170404	1.95873965596326	6	TPM2/MYH11/KCNE4/DES/MYL9/PXN
React	R-HSA-6806834	React Signaling by MET	0.0740740740740741	9.94749179559306	0.000679046779804377	0.012258581340679	1.91155978687831	4	LAMA5/COL5A1/COL27A1/COL1A2
React	R-HSA-419037	React NCAM1 interactions	0.0555555555555556	14.0330687830688	0.0012437038695557	0.0213295213628802	1.67101889006357	3	COL5A1/COL4A1/COL6A2
React	R-HSA-186797	React Signaling by PDGF	0.0555555555555556	10.161877394636	0.00315653591800901	0.0451121591615454	1.34570638616977	3	COL5A1/COL4A1/COL6A2
