Database	ID	Final Term	Gene Ratio	Fold Enrichment	p value	adjust p value	-Log(Adj P)	Count	Gene IDs
CC	GO:0043679	CC Axon terminus	0.0578947368421053	8.8870938215103	4.51903492715771e-08	1.30600109394858e-06	5.88405645928175	11	ENSG00000175426/ENSG00000128683/ENSG00000145335/ENSG00000104327/ENSG00000173267/ENSG00000070729/ENSG00000150394/ENSG00000145708/ENSG00000111262/ENSG00000146242/ENSG00000179520
CC	GO:0044306	CC Neuron projection terminus	0.0578947368421053	7.80164724789072	1.73571896767286e-07	4.18018984714547e-06	5.37880399389592	11	ENSG00000175426/ENSG00000128683/ENSG00000145335/ENSG00000104327/ENSG00000173267/ENSG00000070729/ENSG00000150394/ENSG00000145708/ENSG00000111262/ENSG00000146242/ENSG00000179520
CC	GO:0150034	CC Distal axon	0.0789473684210526	4.9951895868704	3.65798683258387e-07	8.13198611243644e-06	5.08980337170854	15	ENSG00000175426/ENSG00000104435/ENSG00000128683/ENSG00000145335/ENSG00000104327/ENSG00000172020/ENSG00000173267/ENSG00000070729/ENSG00000150394/ENSG00000125869/ENSG00000151229/ENSG00000145708/ENSG00000111262/ENSG00000146242/ENSG00000179520
CC	GO:0097060	CC Synaptic membrane	0.0894736842105263	3.48670849308702	8.44364228758938e-06	0.000162680841407555	3.7886635900312	17	ENSG00000136750/ENSG00000022355/ENSG00000109738/ENSG00000102468/ENSG00000145451/ENSG00000170091/ENSG00000150394/ENSG00000134115/ENSG00000136099/ENSG00000188730/ENSG00000176204/ENSG00000186297/ENSG00000149305/ENSG00000117600/ENSG00000174482/ENSG00000111262/ENSG00000149972
CC	GO:0098803	CC Respiratory chain complex	0.0421052631578947	7.01211519364449	1.90570320328378e-05	0.000344217641093133	3.46316687592282	8	ENSG00000128609/ENSG00000189043/ENSG00000156411/ENSG00000112695/ENSG00000173915/ENSG00000004779/ENSG00000173660/ENSG00000110955
CC	GO:0031045	CC Dense core granule	0.0263157894736842	11.0607769423559	8.43695645183381e-05	0.00135460023032221	2.86818885488671	5	ENSG00000132872/ENSG00000171951/ENSG00000157005/ENSG00000143858/ENSG00000145708
CC	GO:0005883	CC Neurofilament	0.0157894736842105	25.3392344497608	0.00019002255078903	0.00272854388148365	2.56406905733513	3	ENSG00000102468/ENSG00000104722/ENSG00000100285
CC	GO:0032589	CC Neuron projection membrane	0.0263157894736842	7.4927843803056	0.000539452299799666	0.00708644157464107	2.14957178913876	5	ENSG00000022355/ENSG00000185008/ENSG00000125869/ENSG00000186297/ENSG00000121905
CC	GO:0008180	CC Cop9 signalosome	0.0210526315789474	10.3233918128655	0.000584991603483483	0.00735054666985768	2.13368036066085	4	ENSG00000135426/ENSG00000172673/ENSG00000141030/ENSG00000138663
CC	GO:0045259	CC Proton-transporting atp synthase complex	0.0157894736842105	13.9365789473684	0.00122244438313175	0.014131457069003	1.84981305652346	3	ENSG00000156411/ENSG00000173915/ENSG00000110955
CC	GO:0097449	CC Astrocyte projection	0.0157894736842105	13.2729323308271	0.00141494820529596	0.0157276935127128	1.80333496257365	3	ENSG00000132872/ENSG00000151229/ENSG00000179520
CC	GO:0098686	CC Hippocampal mossy fiber to ca3 synapse	0.0210526315789474	7.74254385964912	0.00174784740026387	0.0180402820955806	1.74375667568564	4	ENSG00000104327/ENSG00000147676/ENSG00000165985/ENSG00000115194
CC	GO:0019898	CC Extrinsic component of membrane	0.0368421052631579	4.0395881006865	0.001815018337019	0.0180875965309824	1.74261913809758	7	ENSG00000086300/ENSG00000213760/ENSG00000186469/ENSG00000150394/ENSG00000162188/ENSG00000188730/ENSG00000185666
CC	GO:0031312	CC Extrinsic component of organelle membrane	0.0157894736842105	10.7204453441296	0.00265896114403654	0.0247883796976309	1.60575186013721	3	ENSG00000086300/ENSG00000213760/ENSG00000185666
CC	GO:0043083	CC Synaptic cleft	0.0157894736842105	10.7204453441296	0.00265896114403654	0.0247883796976309	1.60575186013721	3	ENSG00000054803/ENSG00000150394/ENSG00000165985
CC	GO:0008076	CC Voltage-gated potassium channel complex	0.0263157894736842	5.16169590643275	0.00287682720743366	0.0259813457171353	1.58533835817484	5	ENSG00000164794/ENSG00000140015/ENSG00000124134/ENSG00000182674/ENSG00000111262
CC	GO:0031256	CC Leading edge membrane	0.0368421052631579	3.55395455852747	0.00371415255298428	0.0315702967003664	1.50072133655167	7	ENSG00000022355/ENSG00000149269/ENSG00000239672/ENSG00000185008/ENSG00000125869/ENSG00000186297/ENSG00000121905
CC	GO:0032809	CC Neuronal cell body membrane	0.0157894736842105	9.29105263157895	0.00402324537408074	0.0322977198085926	1.49082813740578	3	ENSG00000186297/ENSG00000182674/ENSG00000121905
CC	GO:0005771	CC Multivesicular body	0.0210526315789474	5.54689709347997	0.00587835806082068	0.0409125819049848	1.38814311224679	4	ENSG00000041353/ENSG00000170091/ENSG00000145708/ENSG00000179520
CC	GO:0070069	CC Cytochrome complex	0.0157894736842105	7.53328591749644	0.00728763396049026	0.0478665048768565	1.31996828273554	3	ENSG00000189043/ENSG00000112695/ENSG00000173660
