Eta	MaxDepth	Gamma	ColsampleByTree	MinChildWeight	subsample	nrounds	Accuracy	Kappa	AccuracySD	KappaSD
0.1	6	1.5	1	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.3	6	0	0.2	1	1	10	0.642732084654052	0.286149280745271	0.0780889875897192	0.149650224962669
0.3	6	0	0.2	10	1	10	0.641462303583481	0.275779154343297	0.0639773798885299	0.131721788663387
0.3	6	0	0.2	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.3	6	0	0.6	1	1	10	0.672878838069321	0.33878823757057	0.064378028422837	0.134023818211993
0.3	6	0	0.6	10	1	10	0.63296006519073	0.26031469994632	0.0659803487128833	0.130826486830377
0.3	6	0	0.6	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.3	6	0	1	1	1	10	0.664134976656272	0.323241017358126	0.073932638253993	0.147684171555223
0.3	6	0	1	10	1	10	0.62773058732668	0.251066801534133	0.060446632328841	0.122502351553972
0.3	6	0	1	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.3	6	1	0.2	1	1	10	0.657864230168767	0.316650360558043	0.0719031711432631	0.140560738873491
0.3	6	1	0.2	10	1	10	0.630803982141157	0.25654585357311	0.0553961202764402	0.115135799779092
0.3	6	1	0.2	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.3	6	1	0.6	1	1	10	0.659677734972938	0.315001210453269	0.0771070978450724	0.154845874147098
0.3	6	1	0.6	10	1	10	0.629728195382867	0.255510454988985	0.0681123216903386	0.137486846123627
0.3	6	1	0.6	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.3	6	1	1	1	1	10	0.659176221807032	0.311638158926687	0.0610402190907022	0.120653766345583
0.3	6	1	1	10	1	10	0.62773058732668	0.251066801534133	0.060446632328841	0.122502351553972
0.3	6	1	1	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.3	6	1.5	0.2	1	1	10	0.663153057645978	0.322247281867674	0.0708764552481487	0.136246234290756
0.3	6	1.5	0.2	10	1	10	0.638392081954076	0.272680950869601	0.0649538215466034	0.128979913313074
0.3	6	1.5	0.2	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.3	6	1.5	0.6	1	1	10	0.668065871875483	0.329658726461094	0.0691101901091956	0.140130684645942
0.3	6	1.5	0.6	10	1	10	0.630559586066704	0.256281386675413	0.0677657380282468	0.135927519154633
0.3	6	1.5	0.6	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.3	6	1.5	1	1	1	10	0.668668473676762	0.330748959320866	0.0669197522015545	0.135549354200993
0.3	6	1.5	1	10	1	10	0.62773058732668	0.251066801534133	0.060446632328841	0.122502351553972
0.3	6	1.5	1	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	6	0	0.2	1	1	10	0.643762964201229	0.290978044828379	0.0769064553135174	0.148411612445167
0.5	6	0	0.2	10	1	10	0.632759435560659	0.261909085769417	0.0715659636137869	0.134635400602727
0.5	6	0	0.2	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	6	0	0.6	1	1	10	0.665293298667345	0.325944328356226	0.063206342912792	0.124507146049837
0.5	6	0	0.6	10	1	10	0.626127670062888	0.248935787839187	0.0685662021884372	0.134955505629005
0.5	6	0	0.6	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	6	0	1	1	1	10	0.674082596599923	0.341960363441025	0.0734726247197881	0.149784108950888
0.5	6	0	1	10	1	10	0.618572956075189	0.235041128625097	0.0774716200877616	0.150250760737762
